case_id,assignmentdate_238D,assignmentdate_4527235D,assignmentdate_4955616D,birthdate_574D,contractssum_5085716L,dateofbirth_337D,dateofbirth_342D,days120_123L,days180_256L,days30_165L,days360_512L,days90_310L,description_5085714M,education_1103M,education_88M,firstquarter_103L,for3years_128L,for3years_504L,for3years_584L,formonth_118L,formonth_206L,formonth_535L,forquarter_1017L,forquarter_462L,forquarter_634L,fortoday_1092L,forweek_1077L,forweek_528L,forweek_601L,foryear_618L,foryear_818L,foryear_850L,fourthquarter_440L,maritalst_385M,maritalst_893M,numberofqueries_373L,pmtaverage_3A,pmtaverage_4527227A,pmtaverage_4955615A,pmtcount_4527229L,pmtcount_4955617L,pmtcount_693L,pmtscount_423L,pmtssum_45A,requesttype_4525192L,responsedate_1012D,responsedate_4527233D,responsedate_4917613D,riskassesment_302T,riskassesment_940T,secondquarter_766L,thirdquarter_1082L
620,,,,1973-03-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,10.0,14703.0,,2019-01-23,,,,,,
621,,,,1966-05-01,,1966-05-01,,1.0,1.0,1.0,1.0,1.0,a55475b1,a55475b1,a55475b1,1.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,1.0,,,,,,,7.0,21298.043,,2019-01-23,,,,,0.0,0.0
622,,,,1985-03-01,,1985-03-01,,0.0,1.0,0.0,3.0,0.0,a55475b1,6b2ae0fa,a55475b1,1.0,,,,,,,,,,,,,,,,,0.0,3439d993,a55475b1,3.0,,,,,,,4.0,4738.0,,2019-01-23,,,,,1.0,3.0
623,2013-02-03,,,1955-02-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,16199.033,,,,,6.0,,,,2019-01-23,,,,,,
625,,,,1972-10-01,,1972-10-01,,3.0,3.0,2.0,4.0,3.0,a55475b1,a55475b1,a55475b1,3.0,,,,,,,,,,,,,,,,,1.0,a55475b1,a55475b1,4.0,,,,,,,6.0,7396.8384,,2019-01-23,,,,,2.0,0.0
626,,,,1967-06-01,,1967-06-01,,1.0,1.0,0.0,3.0,0.0,a55475b1,6b2ae0fa,a55475b1,2.0,,,,,,,,,,,,,,,,,4.0,3439d993,a55475b1,3.0,,,,,,,5.0,7149.2,,2019-01-23,,,,,1.0,0.0
627,2013-02-22,,,1958-11-01,,1958-11-01,,0.0,1.0,0.0,2.0,0.0,a55475b1,6b2ae0fa,a55475b1,1.0,,,,,,,,,,,,,,,,,0.0,b6cabe76,a55475b1,2.0,5624.667,,,,,5.0,,,,2019-01-23,,,,,0.0,1.0
628,2014-04-03,,,1956-04-01,,1956-04-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,0.0,5132.8335,,,,,5.0,,,,2019-01-23,,,,,0.0,1.0
629,,,,1963-07-01,,1963-07-01,,3.0,3.0,0.0,9.0,2.0,a55475b1,a55475b1,a55475b1,3.0,,,,,,,,,,,,,,,,,3.0,a55475b1,a55475b1,9.0,,,,,,,3.0,3605.838,,2019-01-23,,,,,2.0,2.0
630,,,,1995-03-01,,1995-03-01,,6.0,8.0,3.0,19.0,6.0,a55475b1,a55475b1,a55475b1,4.0,,,,,,,,,,,,,,,,,5.0,a55475b1,a55475b1,19.0,,,,,,,6.0,9800.0,,2019-01-23,,,,,8.0,2.0
631,2017-10-31,,,1959-10-01,,1959-10-01,,1.0,1.0,1.0,1.0,1.0,a55475b1,a55475b1,a55475b1,1.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,1.0,6827.7666,,,,,6.0,,,,2019-01-23,,,,,0.0,0.0
632,,,,1995-12-01,,1995-12-01,,1.0,3.0,1.0,4.0,1.0,a55475b1,a55475b1,a55475b1,1.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,4.0,,,,,,,5.0,7003.3525,,2019-01-23,,,,,0.0,3.0
633,,,,1993-09-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,5.0,3000.0,,2019-01-23,,,,,,
634,2017-08-14,,,1959-08-01,,1959-08-01,,0.0,0.0,0.0,3.0,0.0,a55475b1,6b2ae0fa,a55475b1,0.0,,,,,,,,,,,,,,,,,2.0,3439d993,a55475b1,3.0,12817.634,,,,,6.0,,,,2019-01-23,,,,,1.0,5.0
635,,,,1984-12-01,,1984-12-01,,2.0,2.0,2.0,2.0,2.0,a55475b1,a55475b1,a55475b1,1.0,,,,,,,,,,,,,,,,,1.0,a55475b1,a55475b1,2.0,,,,,,,12.0,8400.0,,2019-01-10,,,,,0.0,0.0
636,,,,1980-10-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,5.0,2857.2,,2019-01-23,,,,,,
637,,,,1972-08-01,,1972-08-01,,1.0,1.0,0.0,5.0,1.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,1.0,a55475b1,a55475b1,5.0,,,,,,,7.0,773.0,,2019-01-23,,,,,0.0,5.0
639,,,,1963-07-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,5.0,2817.6,,2019-01-23,,,,,,
640,,,,1981-10-01,,1981-10-01,,4.0,8.0,0.0,14.0,3.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,7.0,a55475b1,a55475b1,14.0,,,,,,,10.0,20000.0,,2019-01-23,,,,,10.0,9.0
641,2015-04-26,,,1957-04-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,6828.1665,,,,,6.0,,,,2019-01-23,,,,,,
642,2007-10-24,,,1949-09-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,5850.3335,,,,,5.0,,,,2019-01-23,,,,,,
643,,,,1983-06-01,,1983-06-01,,7.0,11.0,1.0,17.0,3.0,a55475b1,a55475b1,a55475b1,4.0,,,,,,,,,,,,,,,,,5.0,a55475b1,a55475b1,17.0,,,,,,,4.0,8241.618,,2019-01-23,,,,,2.0,6.0
644,,,,1966-11-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,11.0,14616.421,,2019-01-23,,,,,,
645,2007-07-10,,,1952-06-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,5850.3335,,,,,5.0,,,,2019-01-23,,,,,,
646,,,,1991-01-01,,1991-01-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,0.0,,,,,,,2.0,2587.91,,2019-01-23,,,,,0.0,0.0
647,,,,1992-03-01,,1992-03-01,,1.0,1.0,0.0,4.0,0.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,4.0,,,,,,,9.0,9009.0,,2019-01-23,,,,,2.0,1.0
648,,,,1983-12-01,,1983-12-01,,3.0,3.0,1.0,5.0,3.0,a55475b1,6b2ae0fa,a55475b1,1.0,,,,,,,,,,,,,,,,,2.0,3439d993,a55475b1,5.0,,,,,,,11.0,17167.664,,2019-01-23,,,,,1.0,1.0
649,,,,1973-03-01,,1973-03-01,,0.0,2.0,0.0,4.0,0.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,4.0,,,,,,,12.0,6960.0,,2019-01-23,,,,,0.0,3.0
650,,,,1968-12-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,1.0,20.0,,2019-01-23,,,,,,
651,,,,1976-09-01,,1976-09-01,,2.0,2.0,2.0,2.0,2.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,2.0,,,,,,,6.0,7928.2,,2019-01-23,,,,,0.0,0.0
652,2006-08-07,,,1953-08-01,,1953-08-01,,1.0,1.0,1.0,8.0,1.0,a55475b1,39a0853f,a55475b1,6.0,,,,,,,,,,,,,,,,,1.0,3439d993,a55475b1,8.0,7102.3335,,,,,6.0,,,,2019-01-23,,,,,2.0,1.0
653,,,,1979-09-01,,1979-09-01,,1.0,4.0,1.0,4.0,1.0,a55475b1,717ddd49,a55475b1,1.0,,,,,,,,,,,,,,,,,1.0,3439d993,a55475b1,4.0,,,,,,,5.0,15675.599,,2019-01-23,,,,,0.0,6.0
654,,,,1957-01-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,7.0,4900.0,,2019-01-23,,,,,,
655,,,,1988-01-01,,1988-01-01,,3.0,3.0,3.0,5.0,3.0,a55475b1,a55475b1,a55475b1,1.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,5.0,,,,,,,6.0,33202.402,,2019-01-19,,,,,6.0,0.0
656,2017-08-08,,,1959-08-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,6006.167,,,,,5.0,,,,2019-01-23,,,,,,
657,,,,1965-11-01,,1965-11-01,,4.0,7.0,0.0,11.0,4.0,a55475b1,6b2ae0fa,a55475b1,4.0,,,,,,,,,,,,,,,,,7.0,3439d993,a55475b1,11.0,,,,,,,4.0,3125.8,,2019-01-23,,,,,2.0,6.0
658,2014-11-03,,,1956-11-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,5804.167,,,,,6.0,,,,2019-01-23,,,,,,
659,,,,1991-08-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,4.0,3543.2,,2019-01-22,,,,,,
660,2006-03-24,,,1953-02-01,,1953-02-01,,0.0,1.0,0.0,2.0,0.0,a55475b1,a55475b1,a55475b1,1.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,2.0,7102.3335,,,,,6.0,,,,2019-01-23,,,,,0.0,2.0
661,2018-08-12,,,1960-02-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,3071.2334,,,,,4.0,,,,2019-01-23,,,,,,
662,,,,1969-01-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,2.0,1020.0,,2019-01-23,,,,,,
663,2011-04-22,,,1953-04-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,7077.634,,,,,6.0,,,,2019-01-23,,,,,,
664,,,,1975-10-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,5.0,21452.092,,2019-01-24,,,,,,
665,,,,1973-01-01,,1973-01-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,6b2ae0fa,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,3439d993,a55475b1,0.0,,,,,,,7.0,31188.8,,2019-01-23,,,67% - 100%,0.0,0.0,1.0
666,,,,1992-05-01,,1992-05-01,,2.0,4.0,0.0,8.0,0.0,a55475b1,a55475b1,a55475b1,4.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,8.0,,,,,,,3.0,4395.6284,,2019-01-23,,,,,5.0,9.0
667,,,,1992-09-01,,1992-09-01,,2.0,2.0,0.0,2.0,2.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,2.0,,,,,,,6.0,8500.8,,2019-01-23,,,,,1.0,0.0
668,,,,1995-02-01,,1995-02-01,,5.0,5.0,1.0,6.0,1.0,a55475b1,a55475b1,a55475b1,5.0,,,,,,,,,,,,,,,,,7.0,a55475b1,a55475b1,6.0,,,,,,,7.0,11821.601,,2019-01-23,,,,,0.0,8.0
669,2018-10-08,,,1960-04-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,3079.2334,,,,,3.0,,,,2019-01-23,,,,,,
670,2018-12-04,,,1955-10-01,,1955-10-01,,4.0,4.0,2.0,7.0,2.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,7.0,1839.5,,,,,2.0,,,,2019-01-23,,,11% - 15%,-0.41053838,3.0,2.0
671,,,,1987-12-01,,1987-12-01,,6.0,11.0,2.0,14.0,4.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,5.0,3439d993,a55475b1,14.0,,,,,,,4.0,7200.0,,2019-01-23,,,,,3.0,5.0
672,,,,1996-04-01,,1996-04-01,,3.0,7.0,2.0,7.0,3.0,a55475b1,a55475b1,a55475b1,1.0,,,,,,,,,,,,,,,,,2.0,3439d993,a55475b1,7.0,,,,,,,6.0,11791.652,,2019-01-21,,,,,0.0,4.0
673,2014-01-24,,,1951-01-01,,1951-01-01,,0.0,1.0,0.0,3.0,0.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,2.0,3439d993,a55475b1,3.0,14475.968,,,,,6.0,,,,2019-01-23,,,,,5.0,3.0
674,,,,1991-05-01,,1991-05-01,,4.0,4.0,0.0,8.0,4.0,a55475b1,a55475b1,a55475b1,5.0,,,,,,,,,,,,,,,,,4.0,a55475b1,a55475b1,8.0,,,,,,,6.0,30185.6,,2019-01-23,,,,,5.0,3.0
675,,,,1992-02-01,,1992-02-01,,3.0,4.0,1.0,8.0,3.0,a55475b1,6b2ae0fa,a55475b1,5.0,,,,,,,,,,,,,,,,,5.0,a7fcb6e5,a55475b1,8.0,,,,,,,8.0,38511.34,,2019-01-23,,,50% - 58%,-1.740571,2.0,1.0
676,,,,1964-05-01,,1964-05-01,,2.0,2.0,0.0,2.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,2.0,,,,,,,1.0,659.09,,2019-01-23,,,,,0.0,0.0
677,,,,1974-08-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,6.0,3600.0,,2019-01-23,,,,,,
678,2013-02-24,,,1950-02-01,,1950-02-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,1.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,0.0,6828.3667,,,,,6.0,,,,2019-01-23,,,,,0.0,0.0
679,,,,1976-09-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,1.0,1187.0,,2019-01-23,,,,,,
680,,,,1977-04-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,6.0,6911.8003,,2019-01-23,,,,,,
681,,,,1989-08-01,,1989-08-01,,1.0,2.0,0.0,2.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,1.0,a55475b1,a55475b1,2.0,,,,,,,6.0,11449.601,,2019-01-23,,,,,0.0,1.0
682,,,,1981-03-01,,1981-03-01,,1.0,1.0,0.0,3.0,1.0,a55475b1,6b2ae0fa,a55475b1,0.0,,,,,,,,,,,,,,,,,1.0,3439d993,a55475b1,3.0,,,,,,,4.0,10271.828,,2019-01-23,,,,,3.0,2.0
683,2017-09-20,,,1961-11-01,,1961-11-01,,1.0,1.0,0.0,1.0,1.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,1.0,5978.3667,,,,,6.0,,,,2019-01-23,,,,,0.0,0.0
684,2017-08-18,,,1959-08-01,,1959-08-01,,1.0,1.0,1.0,1.0,1.0,a55475b1,a55475b1,a55475b1,1.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,1.0,6827.7666,,,,,6.0,,,,2019-01-23,,,,,0.0,0.0
685,,,,1971-02-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,6.0,3668.0,,2019-01-23,,,,,,
686,2016-12-27,,,1953-12-01,,1953-12-01,,2.0,2.0,2.0,4.0,2.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,4.0,10262.967,,,,,6.0,,,,2019-01-23,,,,,2.0,0.0
687,,,,1979-02-01,,1979-02-01,,1.0,3.0,0.0,10.0,1.0,a55475b1,a55475b1,a55475b1,1.0,,,,,,,,,,,,,,,,,2.0,3439d993,a55475b1,10.0,,,,,,,5.0,2828.0,,2019-01-23,,,4% - 6%,0.52830833,6.0,2.0
688,,,,1982-06-01,,1982-06-01,,3.0,5.0,0.0,7.0,3.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,8.0,a55475b1,a55475b1,7.0,,,,,,,7.0,13790.4,,2019-01-23,,,8% - 11%,-0.04543132,2.0,9.0
690,,,,1966-03-01,,1966-03-01,,1.0,1.0,0.0,1.0,1.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,3.0,a55475b1,a55475b1,1.0,,,,,,,5.0,5000.0,,2019-01-24,,,2% - 2%,1.2063642,0.0,4.0
691,,,,1968-10-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,6.0,5955.8003,,2019-01-24,,,,,,
692,,,,1969-05-01,,1969-05-01,,2.0,2.0,2.0,2.0,2.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,2.0,,,,,,,6.0,9298.601,,2019-01-24,,,,,0.0,0.0
693,2018-07-17,,,1955-07-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,6509.267,,,,,6.0,,,,2019-01-24,,,,,,
694,,,,1960-09-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,6.0,3480.0,,2019-01-24,,,,,,
695,,,,1993-08-01,,1993-08-01,,2.0,2.0,0.0,2.0,2.0,a55475b1,6b2ae0fa,a55475b1,0.0,,,,,,,,,,,,,,,,,2.0,a7fcb6e5,a55475b1,2.0,,,,,,,6.0,5223.2,,2019-01-24,,,,,0.0,0.0
696,,,,1985-09-01,,1985-09-01,,6.0,7.0,1.0,13.0,4.0,a55475b1,6b2ae0fa,a55475b1,1.0,,,,,,,,,,,,,,,,,9.0,3439d993,a55475b1,13.0,,,,,,,6.0,8429.4,,2019-01-24,,,,,4.0,10.0
697,2018-12-04,,,1955-12-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,1676.5,,,,,2.0,,,,2019-01-24,,,,,,
698,,,,1978-04-01,,1978-04-01,,1.0,1.0,0.0,1.0,1.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,1.0,,,,,,,8.0,23913.193,,2019-01-24,,,,,0.0,0.0
699,,,,1992-01-01,,1992-01-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,0.0,,,,,,,6.0,4565.4,,2019-01-24,,,,,0.0,0.0
700,,,,1962-10-01,,1962-10-01,,13.0,18.0,4.0,24.0,9.0,a55475b1,a55475b1,a55475b1,3.0,,,,,,,,,,,,,,,,,7.0,3439d993,a55475b1,24.0,,,,,,,1.0,676.8,,2019-01-24,,,,,3.0,12.0
702,2018-03-21,,,1954-11-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,5493.0,,,,,5.0,,,,2019-01-24,,,,,,
703,,,,1969-04-01,,1969-04-01,,4.0,4.0,0.0,5.0,2.0,a55475b1,a55475b1,a55475b1,4.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,5.0,,,,,,,6.0,4200.0,,2019-01-24,,,3% - 4%,0.7369409,1.0,2.0
704,,,,1995-04-01,,1995-04-01,,2.0,3.0,2.0,5.0,2.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,5.0,,,,,,,7.0,10493.8,,2019-01-24,,,,,2.0,1.0
705,,,,1983-04-01,,1983-04-01,,0.0,0.0,0.0,5.0,0.0,a55475b1,a55475b1,a55475b1,9.0,,,,,,,,,,,,,,,,,0.0,3439d993,a55475b1,5.0,,,,,,,4.0,4323.2,,2019-01-24,,,,,0.0,2.0
706,,,,1975-01-01,,1975-01-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,1.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,0.0,,,,,,,6.0,5512.0,,2019-01-24,,,,,1.0,2.0
707,2012-04-03,,,1954-04-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,6828.3667,,,,,6.0,,,,2019-01-24,,,,,,
708,,,,1956-03-01,,1956-03-01,,1.0,1.0,0.0,4.0,1.0,a55475b1,6b2ae0fa,a55475b1,1.0,,,,,,,,,,,,,,,,,1.0,3439d993,a55475b1,4.0,,,,,,,6.0,22527.6,,2019-01-24,,,,,2.0,6.0
710,2010-12-21,,,1957-09-01,,1957-09-01,,1.0,1.0,0.0,1.0,1.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,1.0,a55475b1,a55475b1,1.0,11173.066,,,,,6.0,,,,2019-01-24,,,,,0.0,1.0
712,,,,1993-09-01,,1993-09-01,,1.0,2.0,0.0,6.0,0.0,a55475b1,a55475b1,a55475b1,1.0,,,,,,,,,,,,,,,,,4.0,a55475b1,a55475b1,6.0,,,,,,,7.0,27942.4,,2019-01-24,,,,,2.0,4.0
713,2010-02-15,,,1952-01-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,6829.5664,,,,,6.0,,,,2019-01-24,,,,,,
714,,,,1965-12-01,,1965-12-01,,2.0,4.0,0.0,6.0,2.0,a55475b1,a55475b1,a55475b1,1.0,,,,,,,,,,,,,,,,,3.0,a55475b1,a55475b1,6.0,,,,,,,1.0,6800.0,,2019-01-24,,,,,2.0,3.0
715,2018-09-27,,,1960-03-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,4311.1,,,,,4.0,,,,2019-01-24,,,,,,
716,,,,1989-03-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,,,,,,,1.0,2205.6,,2019-01-31,,,,,,
717,2015-04-13,,,1952-03-01,,,,,,,,,a55475b1,a55475b1,a55475b1,,,,,,,,,,,,,,,,,,,a55475b1,a55475b1,,6578.2666,,,,,6.0,,,,2019-01-24,,,,,,
718,,,,1983-09-01,,1983-09-01,,2.0,2.0,1.0,2.0,2.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,2.0,,,,,,,3.0,2211.8,,2019-01-24,,,,,0.0,0.0
719,2016-07-15,,,1953-07-01,,1953-07-01,,3.0,3.0,2.0,3.0,3.0,a55475b1,a55475b1,a55475b1,7.0,,,,,,,,,,,,,,,,,1.0,a55475b1,a55475b1,3.0,8657.866,,,,,6.0,,,,2019-01-24,,,,,0.0,0.0
720,,,,1990-11-01,,1990-11-01,,2.0,3.0,2.0,5.0,2.0,a55475b1,6b2ae0fa,a55475b1,3.0,,,,,,,,,,,,,,,,,1.0,3439d993,a55475b1,5.0,,,,,,,6.0,9238.4,,2019-01-24,,,,,3.0,2.0
721,,,,1993-05-01,,1993-05-01,,0.0,4.0,0.0,8.0,0.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,2.0,a55475b1,a55475b1,8.0,,,,,,,5.0,3500.0,,2019-01-24,,,,,7.0,5.0
722,,,,1972-11-01,,1972-11-01,,1.0,1.0,0.0,2.0,1.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,2.0,3439d993,a55475b1,2.0,,,,,,,7.0,9680.0,,2019-01-24,,,,,1.0,1.0
723,,,,1988-10-01,,1988-10-01,,2.0,3.0,2.0,5.0,2.0,a55475b1,6b2ae0fa,a55475b1,4.0,,,,,,,,,,,,,,,,,1.0,a7fcb6e5,a55475b1,5.0,,,,,,,7.0,12525.794,,2019-01-24,,,,,0.0,1.0
724,,,,1980-07-01,,1980-07-01,,1.0,1.0,0.0,2.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,1.0,a55475b1,a55475b1,2.0,,,,,,,3.0,3031.726,,2019-01-24,,,,,1.0,0.0
725,2011-05-13,,,1953-05-01,,1953-05-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,6b2ae0fa,a55475b1,1.0,,,,,,,,,,,,,,,,,0.0,3439d993,a55475b1,0.0,13126.601,,,,,6.0,,,,2019-01-24,,,,,1.0,0.0
726,,,,1982-06-01,,1982-06-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,0.0,,,,,,,8.0,4338.0,,2019-01-24,,,,,0.0,0.0
727,,,,1975-08-01,,1975-08-01,,2.0,3.0,2.0,5.0,2.0,a55475b1,6b2ae0fa,a55475b1,2.0,,,,,,,,,,,,,,,,,3.0,3439d993,a55475b1,5.0,,,,,,,17.0,12805.19,,2019-01-24,,,,,3.0,1.0
728,2017-12-14,,,1959-12-01,,1959-12-01,,3.0,5.0,0.0,6.0,2.0,a55475b1,a55475b1,a55475b1,1.0,,,,,,,,,,,,,,,,,5.0,a55475b1,a55475b1,6.0,5132.167,,,,,5.0,,,,2019-01-24,,,,,2.0,4.0
729,,,,1979-01-01,,1979-01-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,a55475b1,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a55475b1,a55475b1,0.0,,,,,,,9.0,13215.336,,2019-01-24,,,,,1.0,0.0
730,,,,1995-03-01,,1995-03-01,,1.0,1.0,1.0,3.0,1.0,a55475b1,a55475b1,a55475b1,2.0,,,,,,,,,,,,,,,,,1.0,a55475b1,a55475b1,3.0,,,,,,,6.0,3600.0,,2019-01-24,,,,,0.0,0.0
731,,,,1995-04-01,,1995-04-01,,0.0,0.0,0.0,0.0,0.0,a55475b1,6b2ae0fa,a55475b1,0.0,,,,,,,,,,,,,,,,,0.0,a7fcb6e5,a55475b1,0.0,,,,,,,3.0,1822.2001,,2019-01-24,,,,,0.0,0.0
732,,,,1985-05-01,,1985-05-01,,1.0,2.0,1.0,2.0,1.0,a55475b1,a55475b1,a55475b1,1.0,,,,,,,,,,,,,,,,,2.0,3439d993,a55475b1,2.0,,,,,,,10.0,15613.0,,2019-01-24,,,,,0.0,3.0
